id,title,source,url,image,date,content
1, Video Penjagaan di UGM Saat Demo Ijazah Jokowi,Tempo,https://cekfakta.tempo.co/fakta/3538/keliru-video-penjagaan-di-ugm-saat-demo-ijazah-jokowi,,2025-04-17,"SEBUAH video oleh akun media sosial X [arsip] yang memperlihatkan deretan kendaraan polisi, diklaim sebagai penjagaan akibat polemik ijazah Jokowi. Pengunggah konten mengklaim, polisi berjaga-jaga karena ada aksi di kampus Universitas Gadjah Mada (UGM) untuk mempertanyakan keaslian ijazah Jokowi. “Demi selembar ijazah Jokowi,” tulis pemilik akun. Konten ini menyebar di tengah sorotan terhadap keaslian ijazah Strata-1 Jokowi dari Universitas Gajah Mada. Massa yang tergabung dalam Tim Pembela Ulama dan Aktivis (TPUA) kemudian mendatangi Fakultas Kehutanan UGM pada 15 April 2025.   Benarkah video yang diunggah 15 April 2025 itu video penjagaan di UGM saat demo ijazah Jokowi? Hasil verifikasi Tempo menunjukkan bahwa video tersebut tidak terkait dengan penjagaan aparat keamanan saat Tim Pembela Ulama dan Aktivis (TPUA) mendatangi Fakultas Kehutanan UGM.  Video deretan kendaraan polisi tersebut memuat penanda air Jogja KampusID. Dengan petunjuk itu, Tempo mengecek ke akun Instagram @jogjakampus.id dan menemukan video yang sama diunggah pada 27 Maret 2025.  Akun tersebut memuat keterangan, video diambil saat demonstrasi UU TNI pada 27 Maret 2025 di Titik Nol Km Jogja. Tempo menghubungi pengelola akun Jogjakampus.id lewat pesan di Instagram. Mereka mengkonfirmasi, video tersebut dalam konteks demo menolak Undang-Undang TNI oleh elemen Jogja Memanggil, bukan penjagaan di UGM karena isu ijazah Jokowi. Aksi massa untuk menolak Undang-Undang TNI tersebut dimulai pada pukul 16.30 WIB. Aksi yang diikuti ratusan orang itu akhirnya membubarkan diri pada pukul 21.30 WIB, setelah massa menyampaikan sejumlah tuntutan di pelataran pedestrian, timur Istana Gedung Agung. Kendaraan polisi tersebut ditempatkan di badan Jalan Panembahan Senopati, dekat dengan Titik Nol Kilometer Jogja dan bukan di kawasan Kampus UGM. Verifikasi Tempo menyimpulkan bahwa video video penjagaan di UGM saat demo ijazah Jokowi adalah keliru. TIM CEK FAKTA TEMPO **Punya informasi atau klaim yang ingin Anda cek faktanya? Hubungi ChatBot kami. Anda juga bisa melayangkan kritik, keberatan, atau masukan untuk artikel Cek Fakta ini melalui email [email protected]"
2, Video Pesawat Airbus A380 Mendarat Darurat dan Nyaris Menabrak Jet,Tempo,https://cekfakta.tempo.co/fakta/3537/keliru-video-pesawat-airbus-a380-mendarat-darurat-dan-nyaris-menabrak-jet,,2025-04-17,"SEBUAH video pendaratan darurat pesawat yang hampir bertabrakan dengan pesawat jet, diunggah oleh akun Facebook ini [arsip].  Video itu diawali dengan sebuah pesawat berbadan besar bertuliskan OneWorld yang mengeluarkan asap pekat hitam, akan mendarat darurat. Namun terdapat jet kecil berwarna kuning yang terparkir di landasan. Seorang pilot jet terlihat dengan cepat menerbangkan jet sehingga tabrakan dapat terhindar. “Untung aja tidak tabrakan,” bunyi teks yang terdapat di video.    Tidak ada keterangan dalam unggahan tersebut dimana peristiwa itu terjadi. Lalu, benarkah ini upaya penyelamatan pesawat yang hampir tabrakan? Pertama-tama, Tempo memeriksa konten itu menggunakan bantuan Google Lens, mesin pencarian Google dan Youtube. Faktanya, video tersebut dibuat untuk simulasi permainan atau game. Video tersebut dipublikasikan pertama kali oleh kanal YouTube AiroDRAMAhub pada 28 Maret 2025. Berdurasi 21 detik, video itu berjudul AIRBUS A380 Emergency Landing, Airport Worker Save the Day.   Kanal tersebut menjelaskan, video tersebut bagian dari simulasi game atau permainan yang terinspirasi dari pertunjukan udara Emirates Airbus A380 yang ditayangkan kanal YouTube Emirates: #HelloJetman pada 5 November 2015. Airbus A380 yang diproduksi oleh Airbus S.A.S. adalah sebuah pesawat berbadan lebar dua tingkat yang terbang perdana pada 27 April 2005. Dalam profil YouTube-nya, AiroDRAMAhub yang memulai aktivitasnya sejak 3 April 2022 itu menjelaskan, kanalnya berisi video game yang menggambarkan kecelakaan pesawat sinematik. “Bergabunglah dengan kami menyelami dunia bencana penerbangan yang memacu adrenalin yang digambarkan dalam gim video.   Meski sudah menjelaskan konteks video sebagai simulasi game, banyak orang membagikan video tersebut dengan konteks yang keliru. Tidak hanya di Indonesia, salah satu video dari AiroDRAMAhub juga disebarkan dengan narasi yang salah.  Organisasi cek fakta di India, Factly, pernah mempublikasikan artikel pada 12 November 2024. Saat itu sejumlah unggahan di media sosial membagikan video dari AiroDRAMAhub yang diklaim dua pesawat yang hampir bertabrakan, dengan para penonton yang bertepuk tangan kepada para pilot yang berhasil menghindari kecelakaan tersebut. Padahal video itu juga simulasi untuk game.  Verifikasi Tempo menyimpulkan bahwa narasi yang mengatakan video upaya penyelamatan pesawat yang hampir tabrakan adalah klaim keliru.  TIM CEK FAKTA TEMPO **Punya informasi atau klaim yang ingin Anda cek faktanya? Hubungi ChatBot kami. Anda juga bisa melayangkan kritik, keberatan, atau masukan untuk artikel Cek Fakta ini melalui email [email protected] "
